Lecture;Ecouter musique;Cinema;Spectacle;Exposition;Ordinateur;Sport;Marche;Voyage;Jouer musique;Collection;Activite benevole;Bricolage;Jardinage;Tricot;Cuisine;Peche;TV;Sexe;Age;Situation matrimoniale;Profession;Nb activites
O;O;O;N;O;O;O;N;N;O;N;N;N;O;N;N;N;4;F;(25,35];Marie;cadre;9
O;O;O;N;N;O;N;N;O;N;N;N;N;N;N;N;N;4;M;[15,25];Seul;ouvrier;6
O;O;O;O;O;O;N;O;O;O;N;N;N;N;N;N;N;1;M;(65,75];Marie;cadre;10
O;N;O;O;N;O;N;N;O;N;N;N;N;N;O;N;N;2;F;(35,45];Marie;employe;7
O;N;N;O;N;N;N;N;O;N;N;N;N;N;N;N;N;3;F;(85,100];Veuf;cadre;4
O;O;O;O;O;O;N;O;O;N;N;N;N;N;N;N;N;2;M;[15,25];Seul;manoeuvre;9
N;O;N;O;O;N;N;O;O;N;O;N;O;N;N;N;N;3;F;(55,65];Seul;employe;8
O;O;O;O;N;O;O;N;N;N;N;N;N;N;N;N;N;2;M;[15,25];Seul;employe;7
N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;N;N;3;M;(45,55];Divorce;manoeuvre;2
O;O;O;O;N;O;N;N;O;O;O;N;N;N;N;N;N;2;M;[15,25];Seul;manoeuvre;9
O;O;O;N;N;N;N;N;N;N;N;N;N;N;O;O;N;4;F;(65,75];Veuf;employe;6
O;N;N;N;O;N;O;N;O;N;N;N;N;N;N;N;N;3;M;(55,65];Marie;technicien;5
O;O;O;N;N;O;N;N;N;N;N;N;N;N;N;N;N;4;F;[15,25];Seul;manoeuvre;5
N;O;N;N;O;O;N;N;N;N;N;N;N;O;O;N;N;2;F;(45,55];Marie;employe;6
O;O;O;N;N;N;N;N;N;N;O;N;O;N;O;N;N;2;F;(45,55];Marie;employe;7
N;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;2;F;(45,55];Marie;NA;2
O;O;O;N;O;O;O;O;N;N;N;N;N;N;N;N;N;4;M;(25,35];Seul;cadre;8
N;N;O;N;N;O;N;N;O;N;N;N;N;N;N;O;N;1;M;(45,55];Marie;employe;5
O;O;O;N;O;O;O;O;N;O;N;N;N;N;N;N;N;3;F;(25,35];Seul;technicien;9
O;O;O;O;O;O;O;O;O;N;N;N;N;N;N;O;N;1;F;(55,65];Marie;cadre;11
O;O;O;O;O;N;N;N;N;N;O;N;N;N;N;N;N;3;F;(65,75];Veuf;employe;7
O;O;O;O;O;O;O;N;O;N;N;N;N;N;N;N;N;2;F;(25,35];Seul;cadre;9
O;O;N;N;N;N;N;N;N;N;N;O;N;N;N;N;N;4;F;(65,75];Seul;agent de ma?trise;4
O;O;O;O;O;O;O;N;O;N;N;N;O;N;N;N;N;3;F;(35,45];Seul;agent de ma?trise;10
O;O;O;O;O;N;N;O;O;N;N;O;N;O;N;O;N;4;F;(35,45];Veuf;employe;11
O;O;O;N;O;O;N;O;O;N;O;N;O;N;N;O;N;2;M;(45,55];Marie;cadre;11
O;O;O;O;N;O;O;N;O;O;N;N;N;N;N;N;N;4;F;[15,25];Seul;NA;9
N;O;N;N;O;O;N;N;O;N;O;N;N;N;N;N;N;2;F;[15,25];Seul;NA;6
N;O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;4;F;(45,55];reMarie;agent de ma?trise;3
N;O;O;N;N;N;O;N;N;O;N;N;N;N;N;N;N;4;M;(45,55];Seul;employe;5
N;O;N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;4;M;(25,35];Marie;ouvrier;3
N;O;N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;3;F;[15,25];Seul;employe;3
O;O;N;N;N;N;O;O;O;N;N;N;N;N;N;N;N;3;M;(65,75];Marie;ouvrier;6
O;O;O;N;N;O;N;N;N;O;N;N;O;O;N;N;N;2;M;(35,45];Marie;employe;8
O;O;O;O;O;N;O;N;O;O;N;O;N;N;N;N;N;3;F;[15,25];Seul;NA;10
N;N;N;O;O;O;O;N;O;N;N;O;O;O;O;N;N;1;F;(65,75];Veuf;employe;10
O;O;O;O;O;N;O;O;O;N;N;N;O;O;O;O;N;4;F;(45,55];Marie;employe;13
O;O;N;N;N;N;O;O;N;N;N;N;N;N;N;N;O;4;M;(65,75];Marie;employe;6
N;N;N;N;N;N;N;N;N;N;N;N;N;O;O;O;N;1;F;(55,65];Marie;manoeuvre;4
O;O;N;N;N;N;N;N;N;N;N;N;N;O;O;O;N;3;F;(75,85];Marie;autre;6
O;O;N;N;N;N;O;N;N;N;N;N;N;O;N;N;N;0;F;(45,55];Marie;cadre;4
O;O;N;N;N;O;N;N;N;N;N;N;O;O;N;O;N;2;M;(25,35];Marie;cadre;7
O;O;O;O;O;N;O;O;N;O;N;N;N;O;O;O;N;1;F;(55,65];Divorce;agent de ma?trise;12
O;O;O;N;O;O;O;O;O;O;O;N;O;O;N;O;N;1;M;(55,65];Marie;cadre;14
O;O;O;N;N;N;O;O;O;N;N;N;N;N;N;N;N;4;F;(25,35];Seul;cadre;7
O;O;O;O;O;O;N;N;O;O;N;N;O;N;O;N;N;3;F;(35,45];Marie;agent de ma?trise;11
O;O;O;O;O;N;N;O;O;N;N;N;O;O;N;O;N;2;M;(45,55];reMarie;ouvrier;11
O;O;O;O;O;O;O;O;O;O;O;O;O;N;N;N;N;4;M;(35,45];Marie;cadre;14
O;O;O;N;N;O;O;O;O;N;N;N;O;O;N;N;O;4;M;(35,45];Marie;cadre;11
O;O;N;N;O;O;N;N;N;N;N;N;N;O;N;N;N;4;M;(35,45];reMarie;employe;6
N;O;O;O;O;O;O;O;O;N;N;N;O;N;N;N;N;4;M;(35,45];Marie;cadre;10
O;O;N;N;N;O;N;N;O;N;N;O;O;N;N;N;N;0;M;(55,65];Marie;technicien;6
O;O;N;O;O;N;N;O;N;O;N;N;N;O;N;O;N;2;M;(65,75];Marie;technicien;9
O;O;O;O;O;O;O;O;O;O;N;O;O;O;N;O;N;4;F;(35,45];Seul;technicien;15
N;N;N;N;N;N;N;O;N;N;O;N;N;O;N;N;N;3;F;(55,65];Veuf;employe;4
O;O;O;O;O;N;O;O;O;O;N;N;O;O;N;O;N;1;F;(35,45];Marie;agent de ma?trise;13
O;O;O;O;O;O;N;N;O;N;O;N;N;O;O;O;N;3;F;(45,55];Marie;employe;12
O;O;O;O;O;N;N;N;O;N;N;N;N;O;N;N;N;0;M;(45,55];Divorce;employe;7
O;O;O;O;O;O;O;O;O;N;N;N;O;O;O;N;N;4;F;(45,55];Marie;cadre;13
O;O;O;O;O;O;O;O;O;N;N;O;N;N;N;N;N;2;M;(45,55];Marie;cadre;11
O;O;O;O;O;O;N;O;O;N;N;O;N;N;N;N;N;1;M;(65,75];Marie;cadre;10
O;O;O;O;O;O;O;O;O;N;N;N;N;N;N;N;N;1;M;(25,35];Seul;cadre;10
N;O;N;N;N;O;O;O;O;N;N;N;O;N;N;O;O;2;M;(25,35];Seul;agent de ma?trise;9
O;O;O;O;N;N;O;O;O;O;N;N;N;N;N;N;N;2;F;(25,35];Marie;employe;9
O;N;N;O;N;N;N;O;O;N;N;N;O;O;N;N;N;2;M;(75,85];Veuf;agent de ma?trise;7
O;O;O;O;O;O;O;N;O;O;O;O;N;N;N;N;N;4;F;[15,25];Seul;NA;12
O;O;N;N;O;O;N;N;N;O;N;N;O;N;O;N;N;2;F;(35,45];Divorce;agent de ma?trise;8
O;O;N;N;N;N;O;O;N;N;N;N;N;N;N;O;O;3;F;(35,45];Marie;employe;7
O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;2;M;(85,100];Marie;cadre;3
O;O;O;O;O;O;N;O;O;N;N;N;N;O;N;O;N;4;M;(45,55];Seul;cadre;11
O;O;O;N;O;O;O;N;O;O;N;N;O;N;N;O;N;2;F;[15,25];Seul;NA;11
O;O;O;N;O;N;O;N;O;O;N;N;N;N;N;O;N;3;F;(55,65];Marie;technicien;9
O;O;O;O;O;O;O;O;O;O;N;O;N;N;N;O;N;2;F;[15,25];Seul;NA;13
O;N;O;N;N;N;N;O;O;O;N;O;N;N;O;N;N;4;F;(65,75];Marie;cadre;8
O;O;O;O;N;O;O;O;O;N;N;O;O;O;N;O;O;4;M;(35,45];Seul;employe;14
O;O;O;O;N;O;O;N;O;N;N;N;N;N;N;N;N;1;F;[15,25];Seul;employe;8
O;O;O;O;O;N;O;N;O;N;N;N;N;N;N;O;N;0;F;(25,35];Veuf;employe;8
O;O;O;O;O;O;O;N;O;N;N;N;N;N;N;O;N;4;F;(25,35];Seul;cadre;10
O;O;N;N;N;O;N;N;O;N;N;O;N;N;N;O;N;1;M;(55,65];Marie;agent de ma?trise;7
O;O;N;O;O;N;N;O;O;O;N;N;O;N;O;N;N;0;F;(25,35];Marie;NA;9
O;O;O;O;N;O;N;O;O;N;N;N;N;N;O;O;N;4;F;(35,45];Seul;employe;10
O;O;N;N;N;N;N;O;N;N;N;O;O;N;N;N;N;3;M;(65,75];Marie;cadre;6
O;O;O;N;N;O;O;N;O;N;N;O;N;N;N;N;N;0;M;[15,25];Seul;NA;7
N;N;N;O;O;N;N;N;O;N;N;N;N;N;N;O;N;0;F;(35,45];Divorce;employe;4
O;O;N;N;N;N;N;O;N;N;N;N;O;O;N;N;N;3;F;(55,65];Divorce;ouvrier;6
O;O;O;O;O;O;N;N;N;N;N;N;O;N;N;N;N;3;F;(35,45];Marie;agent de ma?trise;8
O;O;O;O;N;O;O;N;N;O;N;O;O;O;N;O;N;3;F;(25,35];Seul;employe;12
O;O;N;O;O;O;O;N;N;O;N;N;O;O;N;N;N;1;F;(65,75];Seul;cadre;10
O;O;O;O;O;O;O;N;O;O;N;N;O;N;N;O;O;4;M;(25,35];Seul;NA;13
O;O;N;O;N;N;N;O;N;N;O;N;N;O;N;O;N;4;F;(45,55];reMarie;employe;8
O;N;N;N;N;N;O;O;O;N;N;N;N;N;N;N;N;2;M;(55,65];reMarie;employe;5
N;O;O;O;N;N;N;N;O;N;N;N;O;N;N;O;N;2;M;(35,45];Marie;ouvrier;7
O;O;N;N;O;N;N;N;O;N;N;O;N;N;N;O;N;4;M;(45,55];Marie;ouvrier;7
O;O;O;N;O;N;N;O;O;N;O;N;O;N;N;N;O;2;M;(75,85];Marie;cadre;10
O;O;O;O;O;N;N;N;N;O;N;N;N;O;O;O;N;3;F;(55,65];Marie;employe;10
O;O;O;O;O;O;N;O;O;O;O;O;O;O;N;N;N;0;F;(35,45];Seul;employe;13
N;O;O;N;N;O;N;N;N;N;N;N;N;N;N;O;N;3;F;(25,35];Marie;employe;5
O;O;O;O;N;O;O;N;N;N;N;N;O;N;N;O;N;1;F;(35,45];Marie;employe;9
N;N;N;O;O;N;N;O;O;N;N;N;N;N;N;N;N;2;F;(65,75];Veuf;agent de ma?trise;5
N;N;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;2;F;(25,35];Marie;employe;2
N;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;N;1;M;(65,75];Marie;manoeuvre;2
N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;O;N;4;M;(55,65];Marie;agent de ma?trise;2
O;O;O;O;O;O;N;N;N;N;N;N;N;N;N;N;N;2;F;[15,25];Seul;NA;7
N;N;O;N;N;O;N;N;N;N;N;N;N;O;N;N;N;1;M;(35,45];Seul;employe;4
O;O;N;N;N;N;N;N;N;N;N;N;N;O;N;O;N;1;F;(45,55];Marie;employe;5
N;N;O;N;N;O;N;N;N;N;N;N;N;N;N;N;N;1;F;[15,25];Seul;employe;3
O;N;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;4;F;(85,100];Veuf;employe;3
N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;3;F;(65,75];Veuf;ouvrier;1
N;O;N;O;N;N;N;N;O;N;N;N;O;N;N;N;N;1;M;(25,35];Seul;cadre;5
O;O;O;O;N;N;N;N;O;O;N;N;N;N;N;N;N;4;M;(65,75];Marie;cadre;7
O;O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;2;M;(35,45];Divorce;agent de ma?trise;4
N;N;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;1;M;(35,45];reMarie;employe;2
O;O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;F;[15,25];Marie;employe;3
O;O;O;O;N;O;O;O;O;N;N;N;N;N;N;N;N;2;M;(25,35];Seul;technicien;9
N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;O;N;4;F;(65,75];Marie;NA;2
N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;N;N;1;M;(55,65];Marie;NA;2
N;N;N;N;O;O;O;N;N;N;N;N;N;N;N;N;N;0;M;(25,35];Seul;employe;3
O;N;O;N;O;N;N;N;O;N;N;O;N;N;N;N;N;1;F;(35,45];Seul;employe;6
O;O;N;N;O;N;O;O;N;N;N;N;O;N;N;N;N;3;M;(75,85];Marie;cadre;7
O;O;O;O;O;O;N;O;O;N;N;N;O;O;N;O;N;4;M;[15,25];Seul;cadre;12
O;O;O;N;O;N;N;N;O;O;N;N;N;N;N;N;N;2;F;(55,65];Marie;NA;7
O;O;O;O;O;O;O;O;O;O;N;N;N;N;N;N;N;2;M;(65,75];Divorce;cadre;11
N;O;O;O;N;N;N;O;O;N;N;N;N;N;N;N;O;0;M;(45,55];Marie;NA;6
O;O;O;O;N;N;O;O;O;N;O;O;N;O;N;O;N;2;F;(45,55];Marie;cadre;12
O;O;O;O;O;N;N;O;O;N;N;N;N;N;N;N;N;4;F;(75,85];Marie;cadre;8
O;O;O;O;O;O;O;O;O;N;N;N;N;N;N;N;N;2;F;(45,55];Marie;employe;10
O;O;O;O;O;N;N;O;O;N;N;N;N;N;N;N;N;3;M;(65,75];Veuf;cadre;8
O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;2;M;(75,85];Veuf;autre;3
O;O;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;1;M;(75,85];Marie;cadre;4
O;O;O;O;O;O;O;O;O;O;O;O;N;N;N;N;N;0;M;(65,75];Marie;NA;12
O;O;N;O;N;O;N;O;N;N;N;O;N;N;N;N;N;0;F;(75,85];Veuf;cadre;6
O;O;O;O;O;O;O;N;O;O;N;N;O;N;N;O;N;4;F;(35,45];Marie;cadre;12
O;O;O;N;O;O;N;N;O;O;N;N;N;N;N;N;N;0;M;(25,35];Seul;employe;7
O;N;O;O;O;N;N;N;N;N;N;N;N;N;N;N;N;2;F;(65,75];Veuf;agent de ma?trise;5
N;O;N;N;N;O;O;N;N;N;N;N;O;N;N;O;N;2;M;(25,35];Marie;technicien;6
O;O;O;O;N;O;O;O;O;O;N;N;O;O;N;O;N;4;M;(35,45];Seul;cadre;13
N;N;N;O;N;N;N;O;O;N;N;N;N;O;N;N;N;2;M;(55,65];Marie;NA;5
O;O;O;O;O;N;N;O;O;N;N;N;N;O;N;O;N;4;F;(25,35];Marie;cadre;10
O;O;N;O;O;O;N;O;O;O;O;N;O;N;N;O;N;1;M;(45,55];Seul;cadre;12
N;O;O;N;O;O;O;N;N;N;O;N;N;N;N;O;N;4;M;(25,35];Seul;agent de ma?trise;8
N;O;N;N;N;N;O;N;N;N;N;O;N;N;N;N;N;2;F;(35,45];Seul;employe;4
O;O;O;N;O;N;N;N;N;N;N;O;N;N;N;N;N;0;F;(35,45];Marie;employe;5
O;N;O;O;O;N;N;O;N;N;N;N;N;N;N;N;N;4;F;(45,55];Marie;employe;6
O;N;N;N;N;N;N;N;O;N;N;N;N;O;N;O;N;0;F;(55,65];Marie;NA;4
N;N;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;4;M;(65,75];Seul;employe;2
N;N;N;N;N;N;O;O;N;N;N;N;O;N;N;N;N;4;M;(35,45];Marie;ouvrier;4
N;O;N;N;N;N;N;N;N;N;N;N;N;N;N;O;N;4;F;(35,45];Seul;employe;3
O;O;O;O;O;N;O;N;O;O;N;N;N;O;N;N;N;1;F;(25,35];Seul;agent de ma?trise;10
N;N;N;N;N;O;N;N;N;N;N;N;O;N;N;O;O;2;M;(25,35];Marie;ouvrier;5
O;N;O;N;N;O;N;N;O;N;N;N;N;N;N;N;N;2;M;(45,55];Marie;agent de ma?trise;5
O;O;O;N;N;O;O;N;N;O;N;O;N;N;N;N;N;2;M;(35,45];Seul;agent de ma?trise;8
O;O;N;O;N;N;N;N;N;N;N;N;O;N;N;O;N;2;F;(35,45];Seul;cadre;6
O;N;O;N;N;N;O;N;N;N;N;N;N;N;N;N;N;4;F;(25,35];Marie;employe;4
N;O;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;4;F;(35,45];Seul;autre;3
N;O;N;N;N;O;N;N;N;N;N;N;N;N;N;N;N;4;M;(35,45];Marie;ouvrier;3
O;O;O;O;N;O;O;N;O;N;N;N;N;N;N;O;O;4;F;(25,35];Seul;NA;10
O;O;O;N;N;O;N;N;O;N;N;N;O;N;N;N;N;2;M;(25,35];Marie;ouvrier;7
O;O;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;3;F;(45,55];Marie;ouvrier;4
O;O;O;N;N;N;N;N;O;N;N;N;O;N;N;N;N;2;M;(25,35];Marie;ouvrier;6
O;O;O;N;N;O;N;N;N;N;N;N;N;N;O;N;N;4;F;(35,45];Marie;employe;6
O;O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;4;F;(45,55];reMarie;ouvrier;4
N;O;O;N;N;O;N;O;N;N;N;N;N;N;N;N;N;0;F;(35,45];reMarie;ouvrier;4
O;O;N;N;O;N;N;O;N;N;N;N;N;N;O;N;N;2;F;(65,75];Divorce;employe;6
O;O;O;N;N;O;N;O;O;O;N;N;O;N;N;O;N;2;F;(45,55];Marie;agent de ma?trise;10
N;N;N;N;N;N;O;N;N;N;N;N;O;N;N;N;N;1;M;(35,45];Marie;ouvrier;3
N;N;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;2;M;(55,65];Seul;ouvrier;2
O;N;O;N;N;N;O;N;N;N;N;N;N;N;N;O;N;4;F;[15,25];Seul;employe;5
O;O;O;O;O;O;N;O;O;N;N;N;O;N;N;O;N;3;M;(25,35];Marie;employe;11
O;O;N;N;N;O;N;N;N;N;N;N;O;N;N;N;N;3;M;(35,45];Marie;NA;5
O;N;O;N;N;O;N;N;N;N;N;N;N;N;N;N;N;3;M;[15,25];Seul;manoeuvre;4
N;N;O;N;N;O;N;N;N;N;N;N;N;N;N;N;N;2;M;(35,45];Marie;ouvrier;3
O;O;O;O;O;O;O;N;O;N;N;N;O;N;N;O;N;4;F;(45,55];Seul;cadre;11
O;N;N;N;N;O;N;N;N;N;N;O;N;N;N;N;N;3;M;(65,75];Divorce;employe;4
O;O;O;O;O;O;O;O;O;N;N;N;N;N;N;N;N;2;F;(25,35];Seul;NA;10
O;O;O;O;O;O;N;N;N;O;N;N;N;N;N;O;N;0;F;[15,25];Seul;NA;8
N;N;N;N;N;O;O;N;N;N;N;N;N;N;N;N;N;0;F;(35,45];Seul;employe;2
O;O;N;N;N;N;N;O;N;N;N;N;N;N;O;N;N;1;F;(65,75];Veuf;ouvrier;5
O;O;O;O;O;N;O;O;N;N;N;N;O;O;N;O;N;0;F;(35,45];Seul;employe;10
N;O;N;N;N;N;N;N;N;N;N;N;N;O;N;O;N;1;F;(45,55];Marie;NA;4
N;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;N;0;M;(25,35];Seul;NA;1
O;O;O;O;O;O;O;O;O;N;N;N;N;N;O;O;N;0;F;(45,55];Divorce;agent de ma?trise;11
N;O;N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;1;M;(25,35];Marie;ouvrier;3
O;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;O;4;M;(65,75];Marie;technicien;4
N;O;N;N;N;N;O;N;N;N;N;N;N;N;N;N;N;0;M;(45,55];Marie;ouvrier;2
N;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;0;F;(85,100];Veuf;NA;1
O;N;N;N;N;O;N;N;N;N;N;N;N;N;N;N;N;3;F;(45,55];Seul;employe;3
O;O;O;O;O;O;O;N;N;O;N;N;N;N;N;N;N;0;M;(25,35];Seul;ouvrier;8
N;O;O;N;N;O;N;N;N;N;N;N;N;N;N;O;N;0;M;[15,25];Seul;NA;4
O;O;O;O;O;N;O;O;O;N;N;O;N;N;O;O;N;3;F;(35,45];Seul;employe;12
O;O;N;N;N;O;O;O;N;N;N;O;O;O;O;O;N;0;F;(45,55];Divorce;technicien;10
O;O;O;N;N;N;N;O;N;N;N;N;N;N;N;O;N;4;F;(45,55];Seul;employe;6
O;N;N;O;N;N;N;N;O;N;N;N;N;N;N;O;N;1;F;(25,35];Seul;agent de ma?trise;5
O;N;N;N;N;O;N;N;O;O;N;N;N;N;O;O;N;2;F;(25,35];Marie;NA;7
O;O;N;N;O;N;N;O;N;N;N;N;N;N;N;O;N;2;F;(25,35];Seul;employe;6
N;O;N;O;N;N;N;N;O;O;N;O;O;O;O;O;N;2;F;(55,65];Seul;agent de ma?trise;10
O;O;O;O;O;N;N;O;O;N;N;N;N;O;N;O;N;3;F;(55,65];Marie;technicien;10
O;N;N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;4;M;(55,65];Divorce;ouvrier;3
N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;O;N;2;F;(45,55];Marie;NA;2
O;N;N;N;N;N;N;O;N;N;N;N;N;N;N;O;N;4;F;(65,75];Veuf;agent de ma?trise;4
N;O;N;N;N;O;N;N;N;N;N;N;N;N;N;O;N;0;F;(35,45];Marie;employe;3
O;O;N;N;N;N;O;N;N;N;N;N;N;N;N;O;N;2;F;(35,45];Marie;cadre;5
O;O;O;O;N;N;O;N;N;O;N;N;N;N;N;N;N;0;M;(25,35];Seul;employe;6
O;O;N;O;O;O;N;N;N;O;N;N;N;N;N;N;N;0;M;[15,25];Seul;NA;6
N;O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;4;F;(35,45];Divorce;employe;3
O;N;N;N;O;N;O;N;N;N;N;N;N;N;N;N;N;4;F;(25,35];Seul;cadre;4
N;O;N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;3;M;(25,35];Marie;NA;3
O;N;N;N;N;N;N;O;N;N;N;N;N;N;O;O;N;3;F;(75,85];Marie;cadre;5
O;O;O;N;N;N;O;N;N;N;N;N;N;N;N;N;N;3;M;(55,65];reMarie;cadre;5
O;N;N;N;N;N;N;N;N;N;O;N;O;O;N;N;O;3;M;(65,75];Marie;agent de ma?trise;6
N;N;N;N;N;N;N;N;N;N;N;O;N;N;N;N;N;0;M;(35,45];Marie;cadre;1
N;N;O;N;N;N;N;N;N;N;N;N;O;N;N;N;N;3;M;(45,55];Marie;ouvrier;3
N;N;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;3;F;(45,55];Marie;NA;2
O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;4;F;(85,100];Seul;NA;3
O;O;O;O;O;N;N;O;O;N;N;N;N;N;N;N;N;3;F;(65,75];Marie;employe;8
N;N;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;3;F;(45,55];Marie;employe;2
O;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;N;0;F;(25,35];Seul;manoeuvre;2
N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;4;F;(35,45];Marie;employe;1
O;O;N;N;N;N;N;O;N;O;N;N;O;O;O;O;O;2;M;(55,65];Marie;manoeuvre;10
O;O;N;N;N;O;N;O;N;N;N;O;O;O;N;N;O;4;M;(55,65];Marie;manoeuvre;9
O;O;N;N;O;O;N;N;N;N;N;N;N;N;N;N;N;4;F;[15,25];Seul;NA;5
O;N;N;N;N;N;N;N;O;N;N;O;N;N;N;N;N;2;F;(75,85];Veuf;ouvrier;4
N;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;N;3;M;(55,65];Marie;NA;2
O;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;N;3;M;(25,35];Marie;technicien;3
N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;3;M;(25,35];Marie;technicien;1
O;N;N;N;N;N;N;N;N;N;N;N;N;O;N;O;N;3;F;(55,65];Marie;technicien;4
O;O;O;N;N;O;N;O;O;N;N;N;O;N;N;N;N;2;M;(45,55];Marie;technicien;8
N;N;N;N;N;N;N;N;N;N;N;N;O;O;N;N;N;3;M;(65,75];reMarie;ouvrier;3
O;O;N;N;N;N;O;N;N;N;N;N;N;N;O;O;N;3;F;(35,45];Marie;NA;6
N;O;N;N;O;N;N;N;O;N;O;N;O;N;N;O;N;4;M;(45,55];Divorce;technicien;7
O;O;N;N;N;O;O;N;N;N;O;N;N;N;O;N;N;3;F;(25,35];Seul;NA;7
O;O;N;N;N;N;N;O;N;N;N;N;O;O;N;O;N;3;M;(55,65];Marie;ouvrier;7
O;O;O;N;N;O;N;N;O;N;N;N;N;N;N;N;N;4;M;(25,35];Seul;employe;6
N;O;N;N;N;O;N;O;N;N;O;N;N;N;N;N;N;4;M;[15,25];Seul;ouvrier;5
N;O;N;N;N;N;O;N;N;N;N;N;N;N;N;O;N;0;F;[15,25];Seul;employe;3
N;O;N;N;N;O;O;N;N;N;N;N;N;N;N;N;N;4;M;[15,25];Seul;NA;4
N;N;N;N;N;N;N;N;N;N;N;O;N;N;N;O;N;3;M;(55,65];Marie;ouvrier;3
O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;4;F;(35,45];Divorce;employe;2
N;N;N;N;N;N;O;O;O;N;N;N;O;O;N;N;N;3;F;(55,65];Marie;ouvrier;6
N;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;N;4;F;(65,75];Marie;employe;2
N;N;N;N;N;N;N;O;N;N;N;N;N;N;N;N;N;1;F;(45,55];Marie;employe;2
N;N;N;O;O;N;N;O;O;N;N;O;N;O;O;O;N;3;F;(75,85];Veuf;employe;9
O;O;N;N;N;N;N;O;N;N;O;N;N;N;N;N;N;4;M;(75,85];Veuf;agent de ma?trise;5
N;O;N;N;N;O;N;O;N;N;N;N;N;N;N;O;N;4;F;(35,45];reMarie;NA;5
O;O;O;O;O;O;O;N;N;N;N;N;O;N;N;O;N;4;F;[15,25];Seul;employe;10
N;O;N;N;N;O;N;O;N;N;N;N;O;N;N;N;N;4;M;(25,35];Seul;manoeuvre;5
O;O;N;N;N;O;N;N;N;N;N;N;N;N;O;O;N;4;F;[15,25];Marie;employe;6
O;O;N;N;N;N;N;O;O;N;N;N;O;O;N;O;N;3;M;(45,55];Marie;employe;8
N;O;N;N;N;N;N;O;N;N;N;N;O;N;N;O;O;3;M;(25,35];Seul;manoeuvre;6
O;O;N;O;O;N;N;O;N;N;N;N;N;O;N;O;N;1;F;(55,65];Marie;employe;8
O;O;N;O;N;O;O;O;O;N;N;N;O;O;N;O;N;4;F;(25,35];Marie;agent de ma?trise;11
N;N;N;N;N;N;N;O;O;N;N;N;O;N;N;O;O;3;M;(55,65];reMarie;ouvrier;6
N;O;O;N;N;O;O;N;N;N;N;N;N;N;N;N;N;4;M;[15,25];Seul;NA;5
O;O;N;N;N;N;N;N;N;N;N;N;N;N;N;N;O;4;M;(45,55];Marie;NA;4
O;N;N;N;N;N;N;N;N;N;N;N;N;O;N;N;N;0;F;(65,75];Veuf;NA;2
N;O;O;N;N;N;N;O;O;N;O;O;N;N;N;N;N;4;M;(35,45];Seul;manoeuvre;7
N;N;N;N;N;O;N;O;N;O;O;N;N;O;O;O;N;4;F;(25,35];Marie;technicien;8
O;O;O;O;O;O;N;O;O;N;N;N;O;N;N;O;N;4;M;(35,45];Seul;technicien;11
O;N;N;N;N;N;N;N;N;N;N;N;O;O;N;O;N;1;M;(65,75];Divorce;ouvrier;5
